ID	Name	Type
T1546.015	Component Object Model Hijacking	Adversaries may establish persistence by executing malicious content triggered by hijacked reference
T1589.001	Credentials	Adversaries may gather credentials that can be used during targeting. Account credentials gathered b
T1195.002	Compromise Software Supply Chain	Adversaries may manipulate application software prior to receipt by a final consumer for the purpose
T1036.003	Rename Legitimate Utilities	Adversaries may rename legitimate / system utilities to try to evade security mechanisms concerning 
T1102.002	Bidirectional Communication	Adversaries may use an existing, legitimate external Web service as a means for sending commands to 
T1203	Exploitation for Client Execution	Adversaries may exploit software vulnerabilities in client applications to execute code. Vulnerabili
T1595.003	Wordlist Scanning	Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques. While 
T1667	Email Bombing	Adversaries may flood targeted email addresses with an overwhelming volume of messages. This may bur
T1562.011	Spoof Security Alerting	Adversaries may spoof security alerting from tools, presenting false evidence to impair defenders’ a
T1137.004	Outlook Home Page	Adversaries may abuse Microsoft Outlook's Home Page feature to obtain persistence on a compromised s
T1573.002	Asymmetric Cryptography	Adversaries may employ a known asymmetric encryption algorithm to conceal command and control traffi
T1567.002	Exfiltration to Cloud Storage	Adversaries may exfiltrate data to a cloud storage service rather than over their primary command an
T1570	Lateral Tool Transfer	Adversaries may transfer tools or other files between systems in a compromised environment. Once bro
T1574.009	Path Interception by Unquoted Path	Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. A
T1608.003	Install Digital Certificate	Adversaries may install SSL/TLS certificates that can be used during targeting. SSL/TLS certificates
T1168	Local Job Scheduling	On Linux and macOS systems, multiple methods are supported for creating pre-scheduled and periodic b
T1166	Setuid and Setgid	When the setuid or setgid bits are set on Linux or macOS for an application, this means that the app
T1037.005	Startup Items	Adversaries may use startup items automatically executed at boot initialization to establish persist
T1100	Web Shell	A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary 
T1186	Process Doppelgänging	Windows Transactional NTFS (TxF) was introduced in Vista as a method to perform safe file operations
T1184	SSH Hijacking	Secure Shell (SSH) is a standard means of remote access on Linux and macOS systems. It allows a user
T1614.001	System Language Discovery	Adversaries may attempt to gather information about the system language of a victim in order to infe
T1095	Non-Application Layer Protocol	Adversaries may use an OSI non-application layer protocol for communication between host and C2 serv
T1075	Pass the Hash	Pass the hash (PtH) is a method of authenticating as a user without having access to the user's clea
T1059.013	Container CLI/API	Adversaries may abuse built-in CLI tools or API calls to execute malicious commands in containerized
T1027.003	Steganography	Adversaries may use steganography techniques in order to prevent the detection of hidden information
T1584.002	DNS Server	Adversaries may compromise third-party DNS servers that can be used during targeting. During post-co
T1671	Cloud Application Integration	Adversaries may achieve persistence by leveraging OAuth application integrations in a software-as-a-
T1001.003	Protocol or Service Impersonation	Adversaries may impersonate legitimate protocols or web service traffic to disguise command and cont
T1012	Query Registry	Adversaries may interact with the Windows Registry to gather information about the system, configura
T1030	Data Transfer Size Limits	An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes b
T1028	Windows Remote Management	Windows Remote Management (WinRM) is the name of both a Windows service and a protocol that allows a
T1550.004	Web Session Cookie	Adversaries can use stolen session cookies to authenticate to web applications and services. This te
T1078.002	Domain Accounts	Adversaries may obtain and abuse credentials of a domain account as a means of gaining Initial Acces
T1218.009	Regsvcs/Regasm	Adversaries may abuse Regsvcs and Regasm to proxy execution of code through a trusted Windows utilit
T1546.018	Python Startup Hooks	Adversaries may achieve persistence by leveraging Python’s startup mechanisms, including path config
T1506	Web Session Cookie	Adversaries can use stolen session cookies to authenticate to web applications and services. This te
T1553.004	Install Root Certificate	Adversaries may install a root certificate on a compromised system to avoid warnings when connecting
T1037.003	Network Logon Script	Adversaries may use network logon scripts automatically executed at logon initialization to establis
T1499	Endpoint Denial of Service	Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availabilit
T1027.004	Compile After Delivery	Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to vi
T1065	Uncommonly Used Port	Adversaries may conduct C2 communications over a non-standard port to bypass proxies and firewalls t
T1614	System Location Discovery	Adversaries may gather information in an attempt to calculate the geographical location of a victim 
T1564.007	VBA Stomping	Adversaries may hide malicious Visual Basic for Applications (VBA) payloads embedded within MS Offic
T1197	BITS Jobs	Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. W
T1127.001	MSBuild	Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.ex
T1656	Impersonation	Adversaries may impersonate a trusted person or organization in order to persuade and trick a target
T1578.005	Modify Cloud Compute Configurations	Adversaries may modify settings that directly affect the size, locations, and resources available to
T1088	Bypass User Account Control	Windows User Account Control (UAC) allows a program to elevate its privileges to perform a task unde
T1494	Runtime Data Manipulation	Adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an
T1090.004	Domain Fronting	Adversaries may take advantage of routing schemes in Content Delivery Networks (CDNs) and other serv
T1557.002	ARP Cache Poisoning	Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the c
T1562.008	Disable or Modify Cloud Logs	An adversary may disable or modify cloud logging capabilities and integrations to limit what data is
T1518.001	Security Software Discovery	Adversaries may attempt to get a listing of security software, configurations, defensive tools, and 
T1564.003	Hidden Window	Adversaries may use hidden windows to conceal malicious activity from the plain sight of users. In s
T1493	Transmitted Data Manipulation	Adversaries may alter data en route to storage or other systems in order to manipulate external outc
T1127.002	ClickOnce	Adversaries may use ClickOnce applications (.appref-ms and .application files) to proxy execution of
T1059.006	Python	Adversaries may abuse Python commands and scripts for execution. Python is a very popular scripting/
T1070.010	Relocate Malware	Once a payload is delivered, adversaries may reproduce copies of the same malware on the victim syst
T1591.004	Identify Roles	Adversaries may gather information about identities and roles within the victim organization that ca
T1132	Data Encoding	Adversaries may encode data to make the content of command and control traffic more difficult to det
T1546.010	AppInit DLLs	Adversaries may establish persistence and/or elevate privileges by executing malicious content trigg
T1598	Phishing for Information	Adversaries may send phishing messages to elicit sensitive information that can be used during targe
T1496	Resource Hijacking	Adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, whi
T1585	Establish Accounts	Adversaries may create and cultivate accounts with services that can be used during targeting. Adver
T1588	Obtain Capabilities	Adversaries may buy and/or steal capabilities that can be used during targeting. Rather than develop
T1546.002	Screensaver	Adversaries may establish persistence by executing malicious content triggered by user inactivity. S
T1147	Hidden Users	Every user account in macOS has a userID associated with it. When creating a user, you can specify t
T1556.009	Conditional Access Policies	Adversaries may disable or modify conditional access policies to enable persistent access to comprom
T1578.002	Create Cloud Instance	An adversary may create a new instance or virtual machine (VM) within the compute service of a cloud
T1500	Compile After Delivery	Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to vi
T1555.006	Cloud Secrets Management Stores	Adversaries may acquire credentials from cloud-native secret management solutions such as AWS Secret
T1213.003	Code Repositories	Adversaries may leverage code repositories to collect valuable information. Code repositories are to
T1565.002	Transmitted Data Manipulation	Adversaries may alter data en route to storage or other systems in order to manipulate external outc
T1003.008	/etc/passwd and /etc/shadow	Adversaries may attempt to dump the contents of <code>/etc/passwd</code> and <code>/etc/shadow</code
T1543.001	Launch Agent	Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of p
T1569	System Services	Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can ex
T1059.003	Windows Command Shell	Adversaries may abuse the Windows command shell for execution. The Windows command shell ([cmd](http
T1055.009	Proc Memory	Adversaries may inject malicious code into processes via the /proc filesystem in order to evade proc
T1223	Compiled HTML File	Compiled HTML files (.chm) are commonly distributed as part of the Microsoft HTML Help system. CHM f
T1650	Acquire Access	Adversaries may purchase or otherwise acquire an existing access to a target system or network. A va
T1601.001	Patch System Image	Adversaries may modify the operating system of a network device to introduce new capabilities or wea
T1558.002	Silver Ticket	Adversaries who have the password hash of a target service account (e.g. SharePoint, MSSQL) may forg
T1213	Data from Information Repositories	Adversaries may leverage information repositories to mine valuable information. Information reposito
T1070.009	Clear Persistence	Adversaries may clear artifacts associated with previously established persistence on a host system 
T1059.012	Hypervisor CLI	Adversaries may abuse hypervisor command line interpreters (CLIs) to execute malicious commands. Hyp
T1146	Clear Command History	In addition to clearing system logs, an adversary may clear the command history of a compromised acc
T1555.004	Windows Credential Manager	Adversaries may acquire credentials from the Windows Credential Manager. The Credential Manager stor
T1036.010	Masquerade Account Name	Adversaries may match or approximate the names of legitimate accounts to make newly created ones app
T1519	Emond	Adversaries may use Event Monitor Daemon (emond) to establish persistence by scheduling malicious co
T1194	Spearphishing via Service	Spearphishing via service is a specific variant of spearphishing. It is different from other forms o
T1200	Hardware Additions	Adversaries may physically introduce computer accessories, networking hardware, or other computing d
T1219.002	Remote Desktop Software	An adversary may use legitimate desktop support software to establish an interactive command and con
T1505	Server Software Component	Adversaries may abuse legitimate extensible development features of servers to establish persistent 
T1485	Data Destruction	Adversaries may destroy data and files on specific systems or in large numbers on a network to inter
T1132.002	Non-Standard Encoding	Adversaries may encode data with a non-standard data encoding system to make the content of command 
T1556.001	Domain Controller Authentication	Adversaries may patch the authentication process on a domain controller to bypass the typical authen
T1537	Transfer Data to Cloud Account	Adversaries may exfiltrate data by transferring the data, including through sharing/syncing and crea
T1027.006	HTML Smuggling	Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of s
T1556.005	Reversible Encryption	An adversary may abuse Active Directory authentication encryption properties to gain access to crede
T1027.010	Command Obfuscation	Adversaries may obfuscate content during command execution to impede detection. Command-line obfusca
T1130	Install Root Certificate	Root certificates are used in public key cryptography to identify a root certificate authority (CA).
T1022	Data Encrypted	Data is encrypted before being exfiltrated in order to hide the information that is being exfiltrate
T1070.004	File Deletion	Adversaries may delete files left behind by the actions of their intrusion activity. Malware, tools,
T1189	Drive-by Compromise	Adversaries may gain access to a system through a user visiting a website over the normal course of 
T1498	Network Denial of Service	Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability
T1651	Cloud Administration Command	Adversaries may abuse cloud management services to execute commands within virtual machines. Resourc
T1546.016	Installer Packages	Adversaries may establish persistence and elevate privileges by using an installer to trigger the ex
T1595.001	Scanning IP Blocks	Adversaries may scan victim IP blocks to gather information that can be used during targeting. Publi
T1158	Hidden Files and Directories	To prevent normal users from accidentally changing special files on a system, most operating systems
T1221	Template Injection	Adversaries may create or modify references in user document templates to conceal malicious code or 
T1037.004	RC Scripts	Adversaries may establish persistence by modifying RC scripts, which are executed during a Unix-like
T1134	Access Token Manipulation	Adversaries may modify access tokens to operate under a different user or system security context to
T1209	Time Providers	The Windows Time service (W32Time) enables time synchronization across and within domains. (Citation
T1111	Multi-Factor Authentication Interception	Adversaries may target multi-factor authentication (MFA) mechanisms, (i.e., smart cards, token gener
T1159	Launch Agent	Per Apple’s developer documentation, when a user logs in, a per-user launchd process is started whic
T1027.002	Software Packing	Adversaries may perform software packing or virtual machine software protection to conceal their cod
T1584.007	Serverless	Adversaries may compromise serverless cloud infrastructure, such as Cloudflare Workers, AWS Lambda f
T1071.001	Web Protocols	Adversaries may communicate using application layer protocols associated with web traffic to avoid d
T1059.005	Visual Basic	Adversaries may abuse Visual Basic (VB) for execution. VB is a programming language created by Micro
T1564.005	Hidden File System	Adversaries may use a hidden file system to conceal malicious activity from users and security tools
T1543.002	Systemd Service	Adversaries may create or modify systemd services to repeatedly execute malicious payloads as part o
T1668	Exclusive Control	Adversaries who successfully compromise a system may attempt to maintain persistence by “closing the
T1563.002	RDP Hijacking	Adversaries may hijack a legitimate user’s remote desktop session to move laterally within an enviro
T1136	Create Account	Adversaries may create an account to maintain access to victim systems.(Citation: Symantec WastedLoc
T1547.013	XDG Autostart Entries	Adversaries may add or modify XDG Autostart Entries to execute malicious programs or commands when a
T1584.004	Server	Adversaries may compromise third-party servers that can be used during targeting. Use of servers all
T1672	Email Spoofing	Adversaries may fake, or spoof, a sender’s identity by modifying the value of relevant email headers
T1526	Cloud Service Discovery	An adversary may attempt to enumerate the cloud services running on a system after gaining access. T
T1204.004	Malicious Copy and Paste	An adversary may rely upon a user copying and pasting code in order to gain execution. Users may be 
T1151	Space after Filename	Adversaries can hide a program's true filetype by changing the extension of a file. With certain fil
T1018	Remote System Discovery	Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical 
T1046	Network Service Discovery	Adversaries may attempt to get a listing of services running on remote hosts and local network infra
T1590.001	Domain Properties	Adversaries may gather information about the victim's network domain(s) that can be used during targ
T1518	Software Discovery	Adversaries may attempt to get a listing of software and software versions that are installed on a s
T1538	Cloud Service Dashboard	An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful informatio
T1055.005	Thread Local Storage	Adversaries may inject malicious code into processes via thread local storage (TLS) callbacks in ord
T1622	Debugger Evasion	Adversaries may employ various means to detect and avoid debuggers. Debuggers are typically used by 
T1036.006	Space after Filename	Adversaries can hide a program's true filetype by changing the extension of a file. With certain fil
T1547.007	Re-opened Applications	Adversaries may modify plist files to automatically run an application when a user logs in. When a u
T1608.006	SEO Poisoning	Adversaries may poison mechanisms that influence search engine optimization (SEO) to further lure st
T1550.002	Pass the Hash	Adversaries may “pass the hash” using stolen password hashes to move laterally within an environment
T1052	Exfiltration Over Physical Medium	Adversaries may attempt to exfiltrate data via a physical medium, such as a removable drive. In cert
T1574.002	DLL Side-Loading	Adversaries may execute their own malicious payloads by side-loading DLLs. Similar to [DLL](https://
T1105	Ingress Tool Transfer	Adversaries may transfer tools or other files from an external system into a compromised environment
T1216.002	SyncAppvPublishingServer	Adversaries may abuse SyncAppvPublishingServer.vbs to proxy execution of malicious [PowerShell](http
T1098.002	Additional Email Delegate Permissions	Adversaries may grant additional permission levels to maintain persistent access to an adversary-con
T1588.003	Code Signing Certificates	Adversaries may buy and/or steal code signing certificates that can be used during targeting. Code s
T1126	Network Share Connection Removal	Adversaries may remove share connections that are no longer useful in order to clean up traces of th
T1648	Serverless Execution	Adversaries may abuse serverless computing, integration, and automation services to execute arbitrar
T1548.006	TCC Manipulation	Adversaries can manipulate or abuse the Transparency, Consent, & Control (TCC) service or database t
T1084	Windows Management Instrumentation Event Subscription	Windows Management Instrumentation (WMI) can be used to install event filters, providers, consumers,
T1160	Launch Daemon	Per Apple’s developer documentation, when macOS and OS X boot up, launchd is run to finish system in
T1055.008	Ptrace System Calls	Adversaries may inject malicious code into processes via ptrace (process trace) system calls in orde
T1653	Power Settings	Adversaries may impair a system's ability to hibernate, reboot, or shut down in order to extend acce
T1027.007	Dynamic API Resolution	Adversaries may obfuscate then dynamically resolve API functions called by their malware in order to
T1021.001	Remote Desktop Protocol	Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a comput
T1037.001	Logon Script (Windows)	Adversaries may use Windows logon scripts automatically executed at logon initialization to establis
T1055.015	ListPlanting	Adversaries may abuse list-view controls to inject malicious code into hijacked processes in order t
T1665	Hide Infrastructure	Adversaries may manipulate network traffic in order to hide and evade detection of their C2 infrastr
T1484	Domain or Tenant Policy Modification	Adversaries may modify the configuration settings of a domain or identity tenant to evade defenses a
T1220	XSL Script Processing	Adversaries may bypass application control and obscure execution of code by embedding scripts inside
T1596.005	Scan Databases	Adversaries may search within public scan databases for information about victims that can be used d
T1564.001	Hidden Files and Directories	Adversaries may set files and directories to be hidden to evade detection mechanisms. To prevent nor
T1578.001	Create Snapshot	An adversary may create a snapshot or data backup within a cloud account to evade defenses. A snapsh
T1591.001	Determine Physical Locations	Adversaries may gather the victim's physical location(s) that can be used during targeting. Informat
T1137.002	Office Test	Adversaries may abuse the Microsoft Office "Office Test" Registry key to obtain persistence on a com
T1587	Develop Capabilities	Adversaries may build capabilities that can be used during targeting. Rather than purchasing, freely
T1173	Dynamic Data Exchange	Windows Dynamic Data Exchange (DDE) is a client-server protocol for one-time and/or continuous inter
T1003.003	NTDS	Adversaries may attempt to access or create a copy of the Active Directory domain database in order 
T1602.001	SNMP (MIB Dump)	Adversaries may target the Management Information Base (MIB) to collect and/or mine valuable informa
T1001.002	Steganography	Adversaries may use steganographic techniques to hide command and control traffic to make detection 
T1204.001	Malicious Link	An adversary may rely upon a user clicking a malicious link in order to gain execution. Users may be
T1550.001	Application Access Token	Adversaries may use stolen application access tokens to bypass the typical authentication process an
T1547.008	LSASS Driver	Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems. The Window
T1569.002	Service Execution	Adversaries may abuse the Windows service control manager to execute malicious commands or payloads.
T1078.004	Cloud Accounts	Valid accounts in cloud environments may allow adversaries to perform actions to achieve Initial Acc
T1480.001	Environmental Keying	Adversaries may environmentally key payloads or other features of malware to evade defenses and cons
T1008	Fallback Channels	Adversaries may use fallback or alternate communication channels if the primary channel is compromis
T1680	Local Storage Discovery	Adversaries may enumerate local drives, disks, and/or volumes and their attributes like total or fre
T1564.004	NTFS File Attributes	Adversaries may use NTFS file attributes to hide their malicious data in order to evade detection. E
T1558.003	Kerberoasting	Adversaries may abuse a valid Kerberos ticket-granting ticket (TGT) or sniff network traffic to obta
T1096	NTFS File Attributes	Every New Technology File System (NTFS) formatted partition contains a Master File Table (MFT) that 
T1003.006	DCSync	Adversaries may attempt to access credentials and other sensitive information by abusing a Windows D
T1124	System Time Discovery	An adversary may gather the system time and/or time zone settings from a local or remote system. The
T1053.002	At	Adversaries may abuse the [at](https://attack.mitre.org/software/S0110) utility to perform task sche
T1035	Service Execution	Adversaries may execute a binary, command, or script via a method that interacts with Windows servic
T1055.001	Dynamic-link Library Injection	Adversaries may inject dynamic-link libraries (DLLs) into processes in order to evade process-based 
T1086	PowerShell	PowerShell is a powerful interactive command-line interface and scripting environment included in th
T1588.005	Exploits	Adversaries may buy, steal, or download exploits that can be used during targeting. An exploit takes
T1556	Modify Authentication Process	Adversaries may modify authentication mechanisms and processes to access user credentials or enable 
T1546.017	Udev Rules	Adversaries may maintain persistence through executing malicious content triggered using udev rules.
T1056.004	Credential API Hooking	Adversaries may hook into Windows application programming interface (API) functions and Linux system
T1495	Firmware Corruption	Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in d
T1490	Inhibit System Recovery	Adversaries may delete or remove built-in data and turn off services designed to aid in the recovery
T1546.007	Netsh Helper DLL	Adversaries may establish persistence by executing malicious content triggered by Netsh Helper DLLs.
T1566.003	Spearphishing via Service	Adversaries may send spearphishing messages via third-party services in an attempt to gain access to
T1090.001	Internal Proxy	Adversaries may use an internal proxy to direct command and control traffic between two or more syst
T1216	System Script Proxy Execution	Adversaries may use trusted scripts, often signed with certificates, to proxy the execution of malic
T1094	Custom Command and Control Protocol	Adversaries may communicate using a custom command and control protocol instead of encapsulating com
T1102.001	Dead Drop Resolver	Adversaries may use an existing, legitimate external Web service to host information that points to 
T1118	InstallUtil	InstallUtil is a command-line utility that allows for installation and uninstallation of resources b
T1001.001	Junk Data	Adversaries may add junk data to protocols used for command and control to make detection more diffi
T1598.001	Spearphishing Service	Adversaries may send spearphishing messages via third-party services to elicit sensitive information
T1505.006	vSphere Installation Bundles	Adversaries may abuse vSphere Installation Bundles (VIBs) to establish persistent access to ESXi hyp
T1552.007	Container API	Adversaries may gather credentials via APIs within a containers environment. APIs in these environme
T1584.001	Domains	Adversaries may hijack domains and/or subdomains that can be used during targeting. Domain registrat
T1505.001	SQL Stored Procedures	Adversaries may abuse SQL stored procedures to establish persistent access to systems. SQL Stored Pr
T1556.004	Network Device Authentication	Adversaries may use [Patch System Image](https://attack.mitre.org/techniques/T1601/001) to hard code
T1561.001	Disk Content Wipe	Adversaries may erase the contents of storage devices on specific systems or in large numbers in a n
T1213.005	Messaging Applications	Adversaries may leverage chat and messaging applications, such as Microsoft Teams, Google Chat, and 
T1048.003	Exfiltration Over Unencrypted Non-C2 Protocol	Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that 
T1027.015	Compression	Adversaries may use compression to obfuscate their payloads or files. Compressed file formats such a
T1574.004	Dylib Hijacking	Adversaries may execute their own payloads by placing a malicious dynamic library (dylib) with an ex
T1601.002	Downgrade System Image	Adversaries may install an older version of the operating system of a network device to weaken secur
T1078.003	Local Accounts	Adversaries may obtain and abuse credentials of a local account as a means of gaining Initial Access
T1669	Wi-Fi Networks	Adversaries may gain initial access to target systems by connecting to wireless networks. They may a
T1211	Exploitation for Defense Evasion	Adversaries may exploit a system or application vulnerability to bypass security features. Exploitat
T1127	Trusted Developer Utilities Proxy Execution	Adversaries may take advantage of trusted developer utilities to proxy execution of malicious payloa
T1529	System Shutdown/Reboot	Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those 
T1218.014	MMC	Adversaries may abuse mmc.exe to proxy execution of malicious .msc files. Microsoft Management Conso
T1564.010	Process Argument Spoofing	Adversaries may attempt to hide process command-line arguments by overwriting process memory. Proces
T1077	Windows Admin Shares	Windows systems have hidden network shares that are accessible only to administrators and provide th
T1574.012	COR_PROFILER	Adversaries may leverage the COR_PROFILER environment variable to hijack the execution flow of progr
