index	id	name	cluster	distance_to_centroid	distance_to_nearest_other_cluster	boundary_ratio	cluster_name	boundary_position
462	T1567.001	Exfiltration to Code Repository	1	6.999869653679971	7.895242784253891	1.127912667943829	Mixed_General_Purpose	Boundary
463	T1021.007	Cloud Services	0	6.7554452742222795	7.15478754789649	1.059113973742643	Evasion_Persistence	Boundary
464	T1205.001	Port Knocking	1	6.191606435080461	7.998056193698753	1.291757637666642	Mixed_General_Purpose	Interior
465	T1027.012	LNK Icon Smuggling	2	8.660425918880781	8.930650557189072	1.0312021151889372	Discovery_Reconnaissance	Boundary
466	T1583.006	Web Services	2	8.823530336548501	9.534443829504605	1.0805700649592969	Discovery_Reconnaissance	Boundary
467	T1528	Steal Application Access Token	2	5.553439211301391	6.796156016114414	1.2237740495133205	Discovery_Reconnaissance	Interior
468	T1598.002	Spearphishing Attachment	2	5.974238269397758	6.30542629004717	1.055435848099669	Discovery_Reconnaissance	Boundary
469	T1098.001	Additional Cloud Credentials	1	6.2724777994855705	6.765352968816151	1.0785772555135622	Mixed_General_Purpose	Boundary
470	T1204	User Execution	1	5.667419174008765	5.753537120205682	1.0151950876329685	Mixed_General_Purpose	Boundary
471	T1491.001	Internal Defacement	2	9.336637381758171	9.598455448762147	1.0280418986254745	Discovery_Reconnaissance	Boundary
472	T1564.002	Hidden Users	2	8.05231318072417	8.180451881068809	1.0159131521036995	Discovery_Reconnaissance	Boundary
473	T1134.003	Make and Impersonate Token	2	7.699651017006798	8.252254234571106	1.0717697652236404	Discovery_Reconnaissance	Boundary
474	T1552.006	Group Policy Preferences	2	6.012157704308925	7.05384430884861	1.1732631581719735	Discovery_Reconnaissance	Boundary
475	T1196	Control Panel Items	1	7.522787494372015	8.273796673306004	1.0998310904920212	Mixed_General_Purpose	Boundary
476	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol	1	6.749450855467606	8.808013019691538	1.3049967920811718	Mixed_General_Purpose	Interior
477	T1087.004	Cloud Account	1	5.991996209604298	7.098017481503233	1.184582908370876	Mixed_General_Purpose	Boundary
478	T1057	Process Discovery	2	6.5556616441937745	8.249597674844237	1.2583926480949639	Discovery_Reconnaissance	Interior
479	T1562.003	Impair Command History Logging	2	6.418093988759129	7.368247921160643	1.148042827983326	Discovery_Reconnaissance	Boundary
480	T1556.008	Network Provider DLL	1	7.529262640991784	8.733383667533763	1.1599253371852134	Mixed_General_Purpose	Boundary
481	T1546.003	Windows Management Instrumentation Event Subscription	2	6.9424154384368615	7.726025817873958	1.1128727131807628	Discovery_Reconnaissance	Boundary
482	T1596.004	CDNs	1	5.901339793459239	7.000082716012333	1.1861851333464568	Mixed_General_Purpose	Boundary
483	T1497.002	User Activity Based Checks	1	6.9541043094613935	9.401910748968229	1.3519943012908473	Mixed_General_Purpose	Interior
484	T1141	Input Prompt	1	8.134590579220616	10.409959528129312	1.2797150817898473	Mixed_General_Purpose	Interior
485	T1496.004	Cloud Service Hijacking	1	5.701615580483021	6.702022021843696	1.1754599642468284	Mixed_General_Purpose	Boundary
486	T1585.003	Cloud Accounts	2	6.438238960874419	6.819004843589077	1.0591411449446726	Discovery_Reconnaissance	Boundary
487	T1072	Software Deployment Tools	0	7.222912919436831	7.627457137166307	1.0560083121911301	Evasion_Persistence	Boundary
488	T1041	Exfiltration Over C2 Channel	2	6.718318250345796	7.5565669502979596	1.1247704475950615	Discovery_Reconnaissance	Boundary
489	T1134.004	Parent PID Spoofing	1	6.588778635869682	6.789598738534812	1.0304789526685427	Mixed_General_Purpose	Boundary
490	T1591	Gather Victim Org Information	2	10.372154597898975	11.395549282268163	1.0986674057007486	Discovery_Reconnaissance	Boundary
491	T1060	Registry Run Keys / Startup Folder	0	7.989999734509317	8.02839922967657	1.0048058187280768	Evasion_Persistence	Boundary
492	T1606	Forge Web Credentials	2	9.76589009063708	11.102863913689829	1.13690228681073	Discovery_Reconnaissance	Boundary
493	T1621	Multi-Factor Authentication Request Generation	2	6.151887497885594	7.576968825037328	1.231649245210074	Discovery_Reconnaissance	Interior
494	T1554	Compromise Host Software Binary	1	7.160675186905852	8.21021231915674	1.1465694167500675	Mixed_General_Purpose	Boundary
495	T1552.008	Chat Messages	1	8.31544828080753	9.6919048386548	1.165529908410866	Mixed_General_Purpose	Boundary
496	T1059.001	PowerShell	2	6.367903469177773	6.739050288601858	1.0582838233865663	Discovery_Reconnaissance	Boundary
497	T1023	Shortcut Modification	1	10.054787266653333	10.889494155961707	1.083015759971463	Mixed_General_Purpose	Boundary
498	T1546.001	Change Default File Association	0	8.042146857120532	9.064316971875488	1.1271015073230626	Evasion_Persistence	Boundary
499	T1055.014	VDSO Hijacking	1	7.413075122005196	8.789638886333455	1.1856938660378824	Mixed_General_Purpose	Boundary
500	T1071.002	File Transfer Protocols	0	12.650115180150907	15.481783175272438	1.2238451374513584	Evasion_Persistence	Interior
501	T1679	Selective Exclusion	1	6.345046561106386	7.348901489124402	1.1582106230647344	Mixed_General_Purpose	Boundary
502	T1122	Component Object Model Hijacking	1	7.387311604893375	8.672969575786617	1.174035815140897	Mixed_General_Purpose	Boundary
503	T1015	Accessibility Features	1	5.962333666014953	6.148460038061231	1.0312168609231522	Mixed_General_Purpose	Boundary
504	T1212	Exploitation for Credential Access	2	6.935192565061899	7.029355781872048	1.013577446098191	Discovery_Reconnaissance	Boundary
505	T1546.014	Emond	1	7.450283263421677	8.991054275930676	1.2068068758226644	Mixed_General_Purpose	Interior
506	T1102.003	One-Way Communication	1	8.77011864387591	10.958357764401597	1.2495106349037912	Mixed_General_Purpose	Interior
507	T1590	Gather Victim Network Information	2	9.005302287720275	9.7034198694917	1.07752282843415	Discovery_Reconnaissance	Boundary
508	T1210	Exploitation of Remote Services	0	7.626409814659845	8.349540190934897	1.094819095620317	Evasion_Persistence	Boundary
509	T1502	Parent PID Spoofing	2	6.860566556866096	7.65384603539921	1.1156286957249182	Discovery_Reconnaissance	Boundary
510	T1142	Keychain	1	5.536620274274786	6.293260510937329	1.1366608260128197	Mixed_General_Purpose	Boundary
511	T1534	Internal Spearphishing	0	5.011897449611494	5.715073647041443	1.140301166214662	Evasion_Persistence	Boundary
512	T1169	Sudo	1	7.6267726190531	9.561073831984386	1.2536197230371495	Mixed_General_Purpose	Interior
513	T1574.010	Services File Permissions Weakness	1	9.329435169909242	10.977799832252565	1.1766841674376725	Mixed_General_Purpose	Boundary
514	T1547.001	Registry Run Keys / Startup Folder	0	10.876312103427704	12.185318513934803	1.1203537814753202	Evasion_Persistence	Boundary
515	T1199	Trusted Relationship	2	5.344176361720375	6.013898695287479	1.1253179466617684	Discovery_Reconnaissance	Boundary
516	T1136.003	Cloud Account	1	6.389038603165698	6.895216970352025	1.0792258928768452	Mixed_General_Purpose	Boundary
517	T1069.001	Local Groups	2	6.61698544640099	7.455036534003113	1.126651322983734	Discovery_Reconnaissance	Boundary
518	T1593	Search Open Websites/Domains	2	7.685700262215456	8.633676510334013	1.1233427134071687	Discovery_Reconnaissance	Boundary
519	T1562.013	Disable or Modify Network Device Firewall	1	9.02853061727307	9.401577137102116	1.0413185150855926	Mixed_General_Purpose	Boundary
520	T1098	Account Manipulation	2	6.2220626796898735	7.434770207638055	1.1949042295897276	Discovery_Reconnaissance	Boundary
521	T1170	Mshta	1	6.265808925063236	8.284237905119818	1.3221336114877777	Mixed_General_Purpose	Interior
522	T1048	Exfiltration Over Alternative Protocol	0	6.086468128666501	7.54099007515398	1.2389761478682062	Evasion_Persistence	Interior
523	T1547.006	Kernel Modules and Extensions	2	5.593679994568669	6.7004599899910975	1.1978623730057334	Discovery_Reconnaissance	Boundary
524	T1678	Delay Execution	1	9.902553017111524	11.170887721928919	1.1280814729842146	Mixed_General_Purpose	Boundary
525	T1056.002	GUI Input Capture	1	6.294767479906461	8.516422062442233	1.3529365042777215	Mixed_General_Purpose	Interior
526	T1097	Pass the Ticket	1	7.914998977954517	10.371215677050182	1.3103241574146445	Mixed_General_Purpose	Interior
527	T1588.002	Tool	2	5.91002571255811	7.8169739366933735	1.3226630465278988	Discovery_Reconnaissance	Interior
528	T1052.001	Exfiltration over USB	0	7.0326871020270385	7.10255487207289	1.009934575376052	Evasion_Persistence	Boundary
529	T1574.013	KernelCallbackTable	1	7.985123389861473	8.885174189890645	1.1127158145678913	Mixed_General_Purpose	Boundary
530	T1597	Search Closed Sources	1	7.0286215479142795	7.446966468229965	1.0595200435738048	Mixed_General_Purpose	Boundary
531	T1053.006	Systemd Timers	1	7.7429339239934185	7.861329735428874	1.0152906892021756	Mixed_General_Purpose	Boundary
532	T1566	Phishing	2	6.251796034891796	8.20639576943474	1.3126459038311973	Discovery_Reconnaissance	Interior
533	T1542.004	ROMMONkit	2	5.658603508447985	5.999337768109318	1.0602150687775822	Discovery_Reconnaissance	Boundary
534	T1218.001	Compiled HTML File	2	7.688496541992226	8.62533883369957	1.1218497224705613	Discovery_Reconnaissance	Boundary
535	T1496.001	Compute Hijacking	1	6.415346763645886	8.399474593198342	1.3092781408976748	Mixed_General_Purpose	Interior
536	T1070.005	Network Share Connection Removal	1	8.096379930163115	8.726187778965704	1.0777886878390615	Mixed_General_Purpose	Boundary
537	T1090.003	Multi-hop Proxy	2	6.356928815295211	7.975276781044828	1.2545799643494195	Discovery_Reconnaissance	Interior
538	T1110	Brute Force	2	9.076120902765023	9.461281907600217	1.0424366275554162	Discovery_Reconnaissance	Boundary
539	T1059.004	Unix Shell	0	5.5556306097897385	7.295250788857594	1.3131271655957932	Evasion_Persistence	Interior
540	T1137.003	Outlook Forms	1	8.577482947268486	9.490536301077922	1.1064475736034691	Mixed_General_Purpose	Boundary
541	T1219.003	Remote Access Hardware	1	7.1626639050172365	7.845457252171098	1.0953265797309022	Mixed_General_Purpose	Boundary
542	T1157	Dylib Hijacking	1	6.137512760918756	7.836551241858906	1.2768282967867126	Mixed_General_Purpose	Interior
543	T1562.001	Disable or Modify Tools	2	5.698198692230141	7.854942008058757	1.3784953901790193	Discovery_Reconnaissance	Interior
544	T1565	Data Manipulation	1	6.770680313467596	9.214529580064168	1.3609456941556974	Mixed_General_Purpose	Interior
545	T1559	Inter-Process Communication	0	8.497195452993607	9.496366844388595	1.1175882418303953	Evasion_Persistence	Boundary
546	T1001	Data Obfuscation	2	5.677867680104297	6.345054677672392	1.1175064157270787	Discovery_Reconnaissance	Boundary
547	T1039	Data from Network Shared Drive	0	6.538986945998606	8.802105522215587	1.3460960006206844	Evasion_Persistence	Interior
548	T1584.006	Web Services	1	6.078997859864034	7.552287753934327	1.242357159136438	Mixed_General_Purpose	Interior
549	T1601	Modify System Image	1	9.041603788267507	10.968304180596517	1.2130926353725524	Mixed_General_Purpose	Interior
550	T1574	Hijack Execution Flow	2	6.713453802969681	7.455620221710992	1.1105489558688941	Discovery_Reconnaissance	Boundary
551	T1036.012	Browser Fingerprint	1	8.8048015166735	10.643164984425207	1.2087908802350118	Mixed_General_Purpose	Interior
552	T1059.011	Lua	1	7.733477672393318	9.424298725860806	1.2186364151366078	Mixed_General_Purpose	Interior
553	T1027.005	Indicator Removal from Tools	2	8.72380150420692	8.939504030982413	1.0247256315891464	Discovery_Reconnaissance	Boundary
554	T1204.003	Malicious Image	1	9.57965018248209	10.946591332843525	1.1426920588571223	Mixed_General_Purpose	Boundary
555	T1543.005	Container Service	1	9.003589234206796	10.324375315962806	1.1466953789987056	Mixed_General_Purpose	Boundary
556	T1078	Valid Accounts	2	6.265403856112865	7.512125653724123	1.1989848742806923	Discovery_Reconnaissance	Boundary
557	T1571	Non-Standard Port	0	7.2224971672660985	7.793199248183561	1.0790171305967238	Evasion_Persistence	Boundary
558	T1585.001	Social Media Accounts	2	6.8681326972384324	8.681001490916273	1.2639534804639527	Discovery_Reconnaissance	Interior
559	T1073	DLL Side-Loading	1	7.20332129975229	8.681514155985079	1.2052097344420671	Mixed_General_Purpose	Interior
560	T1055.012	Process Hollowing	2	8.505586148570393	8.724866799092865	1.0257806600170254	Discovery_Reconnaissance	Boundary
561	T1068	Exploitation for Privilege Escalation	1	6.352774966879586	6.722281778841129	1.058164464462146	Mixed_General_Purpose	Boundary
562	T1564.009	Resource Forking	1	5.899724623918332	6.575779709663738	1.1145907672391724	Mixed_General_Purpose	Boundary
563	T1531	Account Access Removal	2	6.000932343452829	7.02304130749439	1.1703248320791142	Discovery_Reconnaissance	Boundary
564	T1110.004	Credential Stuffing	1	7.458923791659338	9.441211917952575	1.265760438891924	Mixed_General_Purpose	Interior
565	T1208	Kerberoasting	1	6.422316708621798	7.932056036565669	1.2350768673304788	Mixed_General_Purpose	Interior
566	T1027	Obfuscated Files or Information	0	10.275623251355627	11.230923708129534	1.0929675349551515	Evasion_Persistence	Boundary
567	T1556.006	Multi-Factor Authentication	2	5.251013597726176	6.860742885081612	1.3065556679374857	Discovery_Reconnaissance	Interior
568	T1114.002	Remote Email Collection	0	7.260881906111021	7.430057731055203	1.0232994839789797	Evasion_Persistence	Boundary
569	T1505.004	IIS Components	1	7.821007774256538	8.445417271641233	1.0798373349790866	Mixed_General_Purpose	Boundary
570	T1036.001	Invalid Code Signature	1	5.8917937216565	7.081789285111094	1.2019748853571774	Mixed_General_Purpose	Interior
571	T1564.006	Run Virtual Instance	1	11.002178835261981	11.754967772257368	1.0684217080857652	Mixed_General_Purpose	Boundary
572	T1154	Trap	1	8.497939418264771	9.987799285594496	1.17531999449273	Mixed_General_Purpose	Boundary
573	T1027.014	Polymorphic Code	1	5.496898430034412	7.184522825807236	1.3070136933107868	Mixed_General_Purpose	Interior
574	T1201	Password Policy Discovery	2	6.1405364067605035	6.74563998237545	1.098542283114952	Discovery_Reconnaissance	Boundary
575	T1546	Event Triggered Execution	1	7.409882825189787	8.383335075380089	1.1313719989618554	Mixed_General_Purpose	Boundary
576	T1546.004	Unix Shell Configuration Modification	1	7.394362069524823	9.326430590398672	1.2612892419141122	Mixed_General_Purpose	Interior
577	T1187	Forced Authentication	2	6.3872399156587285	6.549755533322702	1.025443633614251	Discovery_Reconnaissance	Boundary
578	T1134.005	SID-History Injection	1	7.526328602301012	9.514869981072506	1.264211173818848	Mixed_General_Purpose	Interior
579	T1599	Network Boundary Bridging	0	7.400270330940714	8.372532307129203	1.1313818011136216	Evasion_Persistence	Boundary
580	T1486	Data Encrypted for Impact	2	5.626252968435877	5.926442592194104	1.0533549721435131	Discovery_Reconnaissance	Boundary
581	T1488	Disk Content Wipe	1	6.695030858349516	7.256627439103939	1.0838824359071637	Mixed_General_Purpose	Boundary
582	T1553	Subvert Trust Controls	2	8.113126826597629	8.31228191787131	1.0245471408229	Discovery_Reconnaissance	Boundary
583	T1548.004	Elevated Execution with Prompt	1	8.945049865162112	10.227892041790449	1.1434135139046064	Mixed_General_Purpose	Boundary
584	T1592.003	Firmware	2	5.846208135185878	6.002234309156374	1.0266882642003765	Discovery_Reconnaissance	Boundary
585	T1573	Encrypted Channel	2	6.498797472588339	7.345213758222604	1.130241811498604	Discovery_Reconnaissance	Boundary
586	T1174	Password Filter DLL	1	8.969495550492224	10.332003143648159	1.1519044670440466	Mixed_General_Purpose	Boundary
587	T1547.002	Authentication Package	1	5.654408488136361	7.547202165985028	1.3347463040694127	Mixed_General_Purpose	Interior
588	T1218.010	Regsvr32	1	6.422252084023723	8.53363430338646	1.328760201714115	Mixed_General_Purpose	Interior
589	T1002	Data Compressed	1	5.273005631728585	7.204150133720483	1.3662319501689748	Mixed_General_Purpose	Interior
590	T1567.003	Exfiltration to Text Storage Sites	1	7.7289199168960145	8.76243636704265	1.1337205363153984	Mixed_General_Purpose	Boundary
591	T1081	Credentials in Files	1	8.842395407681087	9.722980022777124	1.099586534520337	Mixed_General_Purpose	Boundary
592	T1592.002	Software	2	5.1319452763515825	6.404806430063887	1.2480267885066814	Discovery_Reconnaissance	Interior
593	T1128	Netsh Helper DLL	1	11.053170166348025	12.544885025887126	1.1349579986674507	Mixed_General_Purpose	Boundary
594	T1056	Input Capture	2	5.845441598428836	5.974332428773281	1.0220496272393622	Discovery_Reconnaissance	Boundary
595	T1566.004	Spearphishing Voice	2	6.304346386011845	7.621575694958746	1.2089396773835117	Discovery_Reconnaissance	Interior
596	T1587.004	Exploits	2	4.509399896341493	6.514678483437563	1.4446882486591435	Discovery_Reconnaissance	Interior
597	T1593.001	Social Media	1	8.276552848603764	9.03800168377894	1.0920005897507248	Mixed_General_Purpose	Boundary
598	T1213.004	Customer Relationship Management Software	1	6.87401220956132	8.857401713650772	1.2885342875586394	Mixed_General_Purpose	Interior
599	T1546.015	Component Object Model Hijacking	2	5.702632729618989	7.311317492493331	1.2820948774105863	Discovery_Reconnaissance	Interior
600	T1589.001	Credentials	2	5.403549014109879	7.302373763804614	1.3514030118600697	Discovery_Reconnaissance	Interior
601	T1195.002	Compromise Software Supply Chain	2	6.3845040112812015	7.144000447954781	1.1189591730810104	Discovery_Reconnaissance	Boundary
602	T1036.003	Rename Legitimate Utilities	1	10.259391205221354	11.486920804231426	1.1196492515789913	Mixed_General_Purpose	Boundary
603	T1102.002	Bidirectional Communication	0	8.13690565409756	8.437624684150611	1.0369572913684117	Evasion_Persistence	Boundary
604	T1203	Exploitation for Client Execution	1	7.854312695449455	8.677703131638161	1.1048327668228672	Mixed_General_Purpose	Boundary
605	T1595.003	Wordlist Scanning	1	7.56234788789768	7.930405948789719	1.0486696747727489	Mixed_General_Purpose	Boundary
606	T1667	Email Bombing	1	9.683758568091196	10.768571508860095	1.112023840858611	Mixed_General_Purpose	Boundary
607	T1562.011	Spoof Security Alerting	1	7.026345805248636	7.879860201803593	1.1214732805271423	Mixed_General_Purpose	Boundary
608	T1137.004	Outlook Home Page	2	7.387624336094605	8.005638822269338	1.0836552285827532	Discovery_Reconnaissance	Boundary
609	T1573.002	Asymmetric Cryptography	2	7.292311506724081	7.382646205804844	1.0123875243960634	Discovery_Reconnaissance	Boundary
610	T1567.002	Exfiltration to Cloud Storage	0	8.030382277458285	9.767657927371737	1.2163377001929752	Evasion_Persistence	Interior
611	T1570	Lateral Tool Transfer	0	7.235422697296355	8.33369048616019	1.1517902523489014	Evasion_Persistence	Boundary
612	T1574.009	Path Interception by Unquoted Path	1	6.689675538258913	8.898038747924039	1.3301149460717998	Mixed_General_Purpose	Interior
613	T1608.003	Install Digital Certificate	1	7.536566364000205	8.790545483002184	1.1663858436390864	Mixed_General_Purpose	Boundary
614	T1168	Local Job Scheduling	1	8.328925052766042	9.782862020242352	1.1745646387379627	Mixed_General_Purpose	Boundary
615	T1166	Setuid and Setgid	1	7.421384531497454	8.579100073095711	1.1559970893150269	Mixed_General_Purpose	Boundary
616	T1037.005	Startup Items	1	7.244542807041896	8.356493725850505	1.1534879142738792	Mixed_General_Purpose	Boundary
617	T1100	Web Shell	1	6.229272350250924	7.8871261118708755	1.2661390291298054	Mixed_General_Purpose	Interior
618	T1186	Process Doppelgänging	1	6.3708733372601	7.867896372684957	1.2349790556485336	Mixed_General_Purpose	Interior
619	T1184	SSH Hijacking	1	10.315654453253034	10.878542134437525	1.0545662545376102	Mixed_General_Purpose	Boundary
620	T1614.001	System Language Discovery	2	8.095257711029015	9.76587966852416	1.2063702986068976	Discovery_Reconnaissance	Interior
621	T1095	Non-Application Layer Protocol	1	7.161496524057964	7.252666161999556	1.012730387413432	Mixed_General_Purpose	Boundary
622	T1075	Pass the Hash	1	7.218974871908736	8.661432434842666	1.1998145704499408	Mixed_General_Purpose	Boundary
623	T1059.013	Container CLI/API	1	8.917514418130486	10.106730497856859	1.1333572215988035	Mixed_General_Purpose	Boundary
624	T1027.003	Steganography	2	6.436625467835751	7.17296943078557	1.1143988961654638	Discovery_Reconnaissance	Boundary
625	T1584.002	DNS Server	1	6.777507284709176	8.560525950917174	1.2630786406016925	Mixed_General_Purpose	Interior
626	T1671	Cloud Application Integration	1	7.125097354492746	8.624682273023415	1.210465013101904	Mixed_General_Purpose	Interior
627	T1001.003	Protocol or Service Impersonation	2	5.550329091177226	6.3254909750860255	1.1396603213097165	Discovery_Reconnaissance	Boundary
628	T1012	Query Registry	2	7.347582862181809	7.568378853363812	1.0300500130823196	Discovery_Reconnaissance	Boundary
629	T1030	Data Transfer Size Limits	0	10.84571894434631	13.04498779583857	1.2027774885187499	Evasion_Persistence	Interior
630	T1028	Windows Remote Management	1	6.949379823812298	7.883645356200489	1.1344385285645737	Mixed_General_Purpose	Boundary
631	T1550.004	Web Session Cookie	0	7.389314287401203	8.043188472432055	1.0884890087374817	Evasion_Persistence	Boundary
632	T1078.002	Domain Accounts	2	7.281173327361205	9.464477797570407	1.299855953455857	Discovery_Reconnaissance	Interior
633	T1218.009	Regsvcs/Regasm	1	6.146651871009102	8.536723422707418	1.3888409841673612	Mixed_General_Purpose	Interior
634	T1546.018	Python Startup Hooks	1	8.773487623841456	9.82880855187642	1.120285096759252	Mixed_General_Purpose	Boundary
635	T1506	Web Session Cookie	1	7.936285078624849	8.65444420113714	1.0904904530151123	Mixed_General_Purpose	Boundary
636	T1553.004	Install Root Certificate	1	7.458759136260969	7.972437030195514	1.0688689386104924	Mixed_General_Purpose	Boundary
637	T1037.003	Network Logon Script	1	8.033775507527581	8.913569384465989	1.10951174408624	Mixed_General_Purpose	Boundary
638	T1499	Endpoint Denial of Service	0	6.671824982023389	7.11548113181339	1.0664968107659565	Evasion_Persistence	Boundary
639	T1027.004	Compile After Delivery	2	8.936769450586416	9.232014948179149	1.0330370461259146	Discovery_Reconnaissance	Boundary
640	T1065	Uncommonly Used Port	1	5.1655457271445355	6.689187803106518	1.29496220950928	Mixed_General_Purpose	Interior
641	T1614	System Location Discovery	2	7.03067213499707	7.599407914559528	1.0808933609402813	Discovery_Reconnaissance	Boundary
642	T1564.007	VBA Stomping	1	9.271640689614873	10.555159548309472	1.1384347995384962	Mixed_General_Purpose	Boundary
643	T1197	BITS Jobs	0	5.537155786080918	6.628058204697316	1.1970147244807412	Evasion_Persistence	Boundary
644	T1127.001	MSBuild	1	5.605205894471552	7.89864151579078	1.409161457283808	Mixed_General_Purpose	Interior
645	T1656	Impersonation	2	7.426126099651614	9.023589312272689	1.2151137721162917	Discovery_Reconnaissance	Interior
646	T1578.005	Modify Cloud Compute Configurations	1	8.572787862207717	9.167453431969461	1.0693665246304227	Mixed_General_Purpose	Boundary
647	T1088	Bypass User Account Control	1	6.952687512635088	7.623647267167861	1.0965034969297764	Mixed_General_Purpose	Boundary
648	T1494	Runtime Data Manipulation	1	7.655116986444611	9.888199468303217	1.2917109162540488	Mixed_General_Purpose	Interior
649	T1090.004	Domain Fronting	2	7.634025493335348	9.540851861232715	1.2497797681946823	Discovery_Reconnaissance	Interior
650	T1557.002	ARP Cache Poisoning	1	7.86642299606327	8.275195154128166	1.0519640383317075	Mixed_General_Purpose	Boundary
651	T1562.008	Disable or Modify Cloud Logs	1	7.26313175394409	7.396995836676144	1.018430488229664	Mixed_General_Purpose	Boundary
652	T1518.001	Security Software Discovery	2	5.564420972571721	7.493835221598745	1.346741001767575	Discovery_Reconnaissance	Interior
653	T1564.003	Hidden Window	2	7.6288553312022325	9.148181544182307	1.1991550433013127	Discovery_Reconnaissance	Boundary
654	T1493	Transmitted Data Manipulation	1	6.044014129664702	7.574035975638431	1.2531464288473098	Mixed_General_Purpose	Interior
655	T1127.002	ClickOnce	1	10.76231672308252	11.49238666068801	1.0678356610899595	Mixed_General_Purpose	Boundary
656	T1059.006	Python	2	6.184470503970862	7.44395790279972	1.2036530361600308	Discovery_Reconnaissance	Interior
657	T1070.010	Relocate Malware	1	6.900779100663503	9.082470008174326	1.3161511996739406	Mixed_General_Purpose	Interior
658	T1591.004	Identify Roles	1	8.688664587411234	10.870635657418855	1.2511283289771238	Mixed_General_Purpose	Interior
659	T1132	Data Encoding	2	5.465505836660096	5.647852036880375	1.0333629077173943	Discovery_Reconnaissance	Boundary
660	T1546.010	AppInit DLLs	1	12.500271566872353	12.921362548369668	1.0336864639746552	Mixed_General_Purpose	Boundary
661	T1598	Phishing for Information	2	8.818869467991153	10.65266506080106	1.2079398489257578	Discovery_Reconnaissance	Interior
662	T1496	Resource Hijacking	2	5.209684739682815	6.362008302509758	1.2211884978108298	Discovery_Reconnaissance	Interior
663	T1585	Establish Accounts	2	7.0690613940492435	8.589170517446398	1.21503673877271	Discovery_Reconnaissance	Interior
664	T1588	Obtain Capabilities	2	5.419541217581899	7.463708418076091	1.377184293142431	Discovery_Reconnaissance	Interior
665	T1546.002	Screensaver	1	7.019108601921972	8.103708639413435	1.1545208864090792	Mixed_General_Purpose	Boundary
666	T1147	Hidden Users	2	7.182033949113334	7.352666665099071	1.0237581294430769	Discovery_Reconnaissance	Boundary
667	T1556.009	Conditional Access Policies	1	8.137628502640629	9.222699101862634	1.1333397642237097	Mixed_General_Purpose	Boundary
668	T1578.002	Create Cloud Instance	2	9.478459277828138	10.060931416252773	1.0614520841309154	Discovery_Reconnaissance	Boundary
669	T1500	Compile After Delivery	1	7.417253090368138	7.927386615597832	1.0687764661982038	Mixed_General_Purpose	Boundary
670	T1555.006	Cloud Secrets Management Stores	2	7.7941117113161384	7.814799015713539	1.0026540935656942	Discovery_Reconnaissance	Boundary
671	T1213.003	Code Repositories	2	6.974338722611752	9.143496045266282	1.3110195959657416	Discovery_Reconnaissance	Interior
672	T1565.002	Transmitted Data Manipulation	1	6.766278428241716	8.933735195261603	1.3203319919028413	Mixed_General_Purpose	Interior
673	T1003.008	/etc/passwd and /etc/shadow	2	8.118460186067322	9.061776504606286	1.1161938570523506	Discovery_Reconnaissance	Boundary
674	T1543.001	Launch Agent	1	7.861594802109149	9.700949466534066	1.2339669592185656	Mixed_General_Purpose	Interior
675	T1569	System Services	2	5.432434707048944	5.822166295392126	1.0717414083405499	Discovery_Reconnaissance	Boundary
676	T1059.003	Windows Command Shell	0	6.226148744577673	6.7712711060802615	1.0875535256724804	Evasion_Persistence	Boundary
677	T1055.009	Proc Memory	1	5.827987319583501	7.8130108805361385	1.3406016711259465	Mixed_General_Purpose	Interior
678	T1223	Compiled HTML File	1	6.775183795199463	7.72055209121272	1.1395338023374793	Mixed_General_Purpose	Boundary
679	T1650	Acquire Access	2	5.140842148468461	5.741184484444798	1.116778769287133	Discovery_Reconnaissance	Boundary
680	T1601.001	Patch System Image	2	6.371689490903167	6.856500026828484	1.0760880549074814	Discovery_Reconnaissance	Boundary
681	T1558.002	Silver Ticket	1	7.886772681523834	9.989372345845707	1.2665980728276232	Mixed_General_Purpose	Interior
682	T1213	Data from Information Repositories	2	10.267847057623737	10.42813601235257	1.0156106667949594	Discovery_Reconnaissance	Boundary
683	T1070.009	Clear Persistence	0	12.769447315229474	14.517449160989129	1.1368893003525378	Evasion_Persistence	Boundary
684	T1059.012	Hypervisor CLI	1	9.384633142595074	11.2436089898636	1.198087087788643	Mixed_General_Purpose	Boundary
685	T1146	Clear Command History	1	10.996125082248264	11.8860752760412	1.0809329746800227	Mixed_General_Purpose	Boundary
686	T1555.004	Windows Credential Manager	1	6.690561479887046	7.646617099481711	1.1428960005184505	Mixed_General_Purpose	Boundary
687	T1036.010	Masquerade Account Name	1	7.8520520148179305	9.397559033355966	1.1968282709784879	Mixed_General_Purpose	Boundary
688	T1519	Emond	1	7.769293604368756	9.098312349783779	1.1710602845035252	Mixed_General_Purpose	Boundary
689	T1194	Spearphishing via Service	1	8.291589002618881	10.17408465507477	1.2270366301109086	Mixed_General_Purpose	Interior
690	T1200	Hardware Additions	1	8.539044588613095	10.138161981333035	1.1872710920822789	Mixed_General_Purpose	Boundary
691	T1219.002	Remote Desktop Software	1	8.46995723971704	10.10391492242316	1.192912011660722	Mixed_General_Purpose	Boundary
692	T1505	Server Software Component	0	6.245135771660009	7.718226524197563	1.2358779009007987	Evasion_Persistence	Interior
